Volcano Number,Volcano Name,Country,Volcanic Region,Volcanic Province,Volcano Landform,Primary Volcano Type,Activity Evidence,Last Known Eruption,Latitude,Longitude,Elevation (m),Dominant Rock Type,Tectonic Setting
343805,"Yayantique, Cerro",El Salvador,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano(es),,,13.435,-87.999,613,,Subduction zone / Continental crust (>25 km)
343806,Unnamed,El Salvador,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Cluster,Volcanic field,,,13.67,-87.82,377,,Subduction zone / Continental crust (>25 km)
343807,"Zacatillo, Isla",El Salvador,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Minor,Pyroclastic cone(s),,,13.295,-87.761,158,,Subduction zone / Continental crust (>25 km)
343815,"Lolotique, Cerro",El Salvador,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Unknown,Unknown,,,13.559,-88.364,804,,Subduction zone / Continental crust (>25 km)
343816,"Meanguera, Isla",El Salvador,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano(es),,,13.19,-87.72,468,,Subduction zone / Continental crust (>25 km)
343817,"Izopo, Montaña de",Honduras,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Shield,Shield(s),,,13.92,-87.15,2020,,Subduction zone / Continental crust (>25 km)
343818,"Hule, Cerro de",Honduras,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Shield,Shield,,,13.95,-87.23,1725,,Subduction zone / Continental crust (>25 km)
343819,"Gavilantepeque, Cerro",Honduras,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Shield,Shield,,,14,-87.18,1280,,Subduction zone / Continental crust (>25 km)
343820,"Pedregal, El",Honduras,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Shield,Shield,,,14.1,-87.27,1593,,Subduction zone / Continental crust (>25 km)
343821,"Calanterique, Cerro",Honduras,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Minor,Lava cone,,,14.6,-87.87,0,,Subduction zone / Continental crust (>25 km)
344060,Rota,Nicaragua,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano,,,12.55,-86.75,832,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
344130,Maderas,Nicaragua,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano,,,11.446,-85.515,1394,Trachyandesite / Basaltic Trachyandesite,Subduction zone / Continental crust (>25 km)
344131,Esteli,Nicaragua,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Cluster,Fissure vent(s),,,13.17,-86.4,899,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
344132,"Ciguatepe, Cerro el",Nicaragua,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano,,,12.5351,-86.1439,603,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
344133,"Lajas, Las",Nicaragua,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Caldera,Caldera,,,12.3045,-85.7293,926,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
344140,"Azul, Volcan",Nicaragua,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Minor,Pyroclastic cone(s),,,12.549,-83.968,203,Trachybasalt / Tephrite Basanite,Subduction zone / Intermediate crust (15-25 km)
344801,Malpaisillo,Nicaragua,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Unknown,Pyroclastic shield,,,12.58,-86.6,181,,Subduction zone / Continental crust (>25 km)
344802,Apoyo,Nicaragua,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Caldera,Caldera,,,11.92,-86.03,600,,Subduction zone / Continental crust (>25 km)
344803,"San Jacinto, Cerro",Nicaragua,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano,,,12.37,-86.02,300,,Subduction zone / Continental crust (>25 km)
344805,Tambor Grande,Nicaragua,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Caldera,Caldera,,,10.97,-84.08,648,,Subduction zone / Intermediate crust (15-25 km)
345800,"Chopo, Cerro",Costa Rica,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Minor,Pyroclastic cone,,,10.472,-85.07,402,,Subduction zone / Continental crust (>25 km)
345801,"Tilaran, Cerro",Costa Rica,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Shield,Shield,,,10.451,-84.978,634,,Subduction zone / Continental crust (>25 km)
345802,"Perdidos, Los",Costa Rica,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Caldera,Caldera,,,10.403,-84.675,1357,,Subduction zone / Continental crust (>25 km)
345803,"Poco Sol, Laguna",Costa Rica,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Minor,Explosion crater(?),,,10.35,-84.67,789,,Subduction zone / Continental crust (>25 km)
345804,"San Miguel, Cerro",Costa Rica,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Minor,Lava dome,,,10.022,-84.708,414,,Subduction zone / Continental crust (>25 km)
345805,"Mercedes, Cerro las",Costa Rica,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Minor,Pyroclastic cone,,,10.97,-84.35,190,,Rift zone / Oceanic crust (< 15 km)
345806,"Negro, Cerro",Costa Rica,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Shield,Shield,,,10.462,-83.855,136,,Subduction zone / Continental crust (>25 km)
345807,"Colorado, Lomas de",Costa Rica,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Shield,Shield(s),,,10.658,-83.721,229,,Subduction zone / Continental crust (>25 km)
345808,Tortuguero,Costa Rica,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Minor,Pyroclastic cone,,,10.586,-83.53,119,,Unknown
345809,"Sierpe, Lomas de",Costa Rica,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Shield,Shield(s),,,10.376,-83.545,311,,Subduction zone / Continental crust (>25 km)
345810,Durika,Costa Rica,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Minor,Lava dome(s),,,9.374,-83.302,3257,,Subduction zone / Continental crust (>25 km)
345811,"Coco, Isla del",Costa Rica,Eastern Pacific Volcanic Regions,Cocos Ridge Volcano Group,Shield,Shield,,,5.53,-87.082,575,,Intraplate / Oceanic crust (< 15 km)
346030,"Valle, El",Panama,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano,,,8.6071,-80.1278,1185,Dacite,Subduction zone / Continental crust (>25 km)
346800,Tisingal,Panama,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano,,,8.88,-82.67,2986,,Subduction zone / Continental crust (>25 km)
346801,"Yeguada, La",Panama,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano,,,8.47,-80.82,1297,,Subduction zone / Continental crust (>25 km)
351001,San Diego,Colombia,Andean Volcanic Regions,Andean Northern Volcanic Arc,Minor,Maar,,,5.65,-74.961,1163,,
351002,"Escondido, El",Colombia,Andean Volcanic Regions,Andean Northern Volcanic Arc,Minor,Lava dome,,,5.514,-75.043,1620,,
351062,Petacas,Colombia,Andean Volcanic Regions,Andean Northern Volcanic Arc,Minor,Lava dome,,,1.624,-76.827,3576,No Data (checked),Subduction zone / Continental crust (>25 km)
351800,Santa Rosa,Colombia,Andean Volcanic Regions,Andean Northern Volcanic Arc,Shield,Shield,,,4.8,-75.458,4584,,Subduction zone / Continental crust (>25 km)
351801,"Quindio, Nevado del",Colombia,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Stratovolcano,,,4.701,-75.386,4756,,Subduction zone / Continental crust (>25 km)
351807,Unnamed,Colombia,Andean Volcanic Regions,Andean Northern Volcanic Arc,Cluster,Volcanic field,,,2.2,-76.03,2500,,Subduction zone / Continental crust (>25 km)
351808,San Augustín-Isnos,Colombia,Andean Volcanic Regions,Andean Northern Volcanic Arc,Cluster,Volcanic field,,,1.92,-76.23,1900,,Subduction zone / Continental crust (>25 km)
351809,Cutanga,Colombia,Andean Volcanic Regions,Andean Northern Volcanic Arc,Unknown,Unknown,,,1.83,-76.45,4300,,Subduction zone / Continental crust (>25 km)
351810,Animas,Colombia,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Stratovolcano,,,1.568,-76.857,4180,,Subduction zone / Continental crust (>25 km)
352800,Yanaurcu de Pinan,Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Stratovolcano,,,0.484,-78.329,4535,,Subduction zone / Continental crust (>25 km)
352801,Pilavo,Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Stratovolcano,,,0.526,-78.365,4254,,Subduction zone / Continental crust (>25 km)
352802,Cotacachi,Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Stratovolcano,,,0.364,-78.351,4939,,Subduction zone / Continental crust (>25 km)
352803,Cusin,Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Stratovolcano,,,0.127,-78.154,3989,,Subduction zone / Continental crust (>25 km)
352804,Chalpatan,Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Caldera,Caldera,,,0.711,-77.784,3624,,Subduction zone / Continental crust (>25 km)
352805,Chiltazon,Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Stratovolcano,,,0.687,-78.021,3967,,Subduction zone / Continental crust (>25 km)
352806,Iguan,Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Stratovolcano,,,0.621,-78.007,3870,,Subduction zone / Continental crust (>25 km)
352807,Pambamarca,Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Stratovolcano,,,-0.076,-78.207,4076,,Subduction zone / Continental crust (>25 km)
352808,Casitagua,Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Stratovolcano,,,-0.036,-78.48,3501,,Subduction zone / Continental crust (>25 km)
352809,"Puntas, Cerro",Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Stratovolcano,,,-0.174,-78.2,4348,,Subduction zone / Continental crust (>25 km)
352810,Ilalo,Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Stratovolcano,,,-0.259,-78.418,3185,,Subduction zone / Continental crust (>25 km)
352811,Pasochoa,Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Stratovolcano,,,-0.462,-78.478,4199,,Subduction zone / Continental crust (>25 km)
352812,Pan de Azucar,Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Stratovolcano,,,-0.43,-77.72,3482,,Subduction zone / Continental crust (>25 km)
352813,Sincholagua,Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Stratovolcano,,,-0.534,-78.371,4893,,Subduction zone / Continental crust (>25 km)
352814,Ruminahui,Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Stratovolcano,,,-0.578,-78.504,4712,,Subduction zone / Continental crust (>25 km)
352815,Corazon,Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Stratovolcano,,,-0.528,-78.658,4786,,Subduction zone / Continental crust (>25 km)
352816,Santa Cruz,Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Stratovolcano,,,-0.648,-78.631,3945,,Subduction zone / Continental crust (>25 km)
352817,Putzalagua,Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Minor,Lava dome,,,-0.962,-78.56,3512,,Subduction zone / Continental crust (>25 km)
352818,Sagoatoa,Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Stratovolcano,,,-1.151,-78.666,4153,,Subduction zone / Continental crust (>25 km)
352819,Llimpi,Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Stratovolcano,,,-1.381,-78.572,3732,,Subduction zone / Continental crust (>25 km)
352820,Puyo,Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Minor,Pyroclastic cone(s),,,-1.459,-77.917,1072,,Subduction zone / Continental crust (>25 km)
352821,Carihuairazo,Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Stratovolcano,,,-1.404,-78.75,5102,,Subduction zone / Continental crust (>25 km)
352822,Igualata,Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Stratovolcano,,,-1.49,-78.639,4430,,Subduction zone / Continental crust (>25 km)
352823,Calpi,Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Minor,Tuff cone(s),,,-1.634,-78.728,3215,,Subduction zone / Continental crust (>25 km)
352824,Altar,Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Composite,Stratovolcano,,,-1.67,-78.42,5321,,Unknown
352826,Chalupas,Ecuador,Andean Volcanic Regions,Andean Northern Volcanic Arc,Caldera,Caldera,,,-0.804,-78.3,4812,,Subduction zone / Continental crust (>25 km)
353800,Culpepper,Ecuador,Eastern Pacific Volcanic Regions,Galapagos Hotspot Volcano Group,Shield,Shield,,,1.62,-92,168,,Rift zone / Oceanic crust (< 15 km)
353801,Wenman,Ecuador,Eastern Pacific Volcanic Regions,Galapagos Hotspot Volcano Group,Shield,Shield,,,1.37,-91.8,253,,Rift zone / Oceanic crust (< 15 km)
353802,Rabida,Ecuador,Eastern Pacific Volcanic Regions,Galapagos Hotspot Volcano Group,Minor,Lava dome(s),,,-0.413,-90.708,338,,Rift zone / Oceanic crust (< 15 km)
353803,Pinzon,Ecuador,Eastern Pacific Volcanic Regions,Galapagos Hotspot Volcano Group,Shield,Shield,,,-0.6,-90.68,458,,Rift zone / Oceanic crust (< 15 km)
353804,Santa Fe,Ecuador,Eastern Pacific Volcanic Regions,Galapagos Hotspot Volcano Group,Shield,Shield,,,-0.806,-90.07,200,,Rift zone / Oceanic crust (< 15 km)
353805,Floreana,Ecuador,Eastern Pacific Volcanic Regions,Galapagos Hotspot Volcano Group,Shield,Shield,,,-1.3,-90.45,640,,Rift zone / Oceanic crust (< 15 km)
353807,Roca Redonda,Ecuador,Eastern Pacific Volcanic Regions,Galapagos Hotspot Volcano Group,Shield,Shield,,,0.27,-91.63,67,,Rift zone / Oceanic crust (< 15 km)
354008,Yura Volcanic Field,Peru,Andean Volcanic Regions,Andean Central Volcanic Arc,Cluster,Volcanic field,,,-16.213,-71.725,3175,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
354801,Huambutillo-Rumicola,Peru,Andean Volcanic Regions,Andean Central Volcanic Arc,Unknown,Unknown,,,-13.58,-71.72,0,,Subduction zone / Continental crust (>25 km)
354802,"Firura, Nevados",Peru,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano(es),,,-15.23,-72.63,5498,,Subduction zone / Continental crust (>25 km)
354803,Solimana,Peru,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,,,-15.4,-72.9,6093,,Subduction zone / Continental crust (>25 km)
354804,"Purupuruni, Cerros",Peru,Andean Volcanic Regions,Andean Central Volcanic Arc,Minor,Lava dome(s),,,-17.2587,-69.8216,4591,,Subduction zone / Continental crust (>25 km)
355021,Tambo Quemado,Bolivia,Andean Volcanic Regions,Andean Central Volcanic Arc,Shield,Shield(pyroclastic),,,-18.62,-68.75,4215,Rhyolite,Subduction zone / Continental crust (>25 km)
355035,"Jayu Khota, Laguna",Bolivia,Andean Volcanic Regions,Andean Central Volcanic Arc,Minor,Maar(s),,,-19.463,-67.432,3650,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
355036,Jatun Mundo Quri Warani,Bolivia,Andean Volcanic Regions,Andean Central Volcanic Arc,Minor,Lava dome(s),,,-19.78,-66.48,5438,Dacite,Subduction zone / Continental crust (>25 km)
355042,Pampa Luxsar,Bolivia,Andean Volcanic Regions,Andean Central Volcanic Arc,Cluster,Volcanic field,,,-20.85,-68.2,5543,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
355060,Ollague,Chile-Bolivia,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,,,-21.3,-68.18,5868,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
355061,"Azufre, Cerro del",Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,,,-21.787,-68.237,5846,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
355065,Inacalari,Chile-Bolivia,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,,,-21.981,-68.071,5618,,Subduction zone / Continental crust (>25 km)
355070,San Pedro-San Pablo,Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano(es),,,-21.888,-68.391,6142,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
355097,"Overo, Cerro",Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Minor,Maar,,,-23.52,-67.662,4576,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
355106,Negros de Aras,Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Cluster,Pyroclastic cone(s),,,-24.18,-68.25,3500,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
355140,Copiapo,Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,,,-27.3,-69.13,6052,Dacite,Subduction zone / Continental crust (>25 km)
355805,Lexone,Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Minor,Lava dome(s),,,-17.87,-69.48,5340,,Subduction zone / Continental crust (>25 km)
355806,"Anallajsi, Nevado",Bolivia,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,,,-17.92,-68.92,5750,,Subduction zone / Continental crust (>25 km)
355807,"Pucara, Cerro",Bolivia,Andean Volcanic Regions,Andean Central Volcanic Arc,Cluster,Volcanic field,,,-16.236,-69.471,4080,,Unknown
355808,Patilla Pata,Bolivia,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,,,-18.05,-69.03,5300,,Subduction zone / Continental crust (>25 km)
355809,"Sajama, Nevado del",Bolivia,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,,,-18.1,-68.88,6542,,Subduction zone / Continental crust (>25 km)
355810,"Larancagua, Volcan",Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,,,-18.02,-69.08,5580,,Unknown
355811,Caquena,Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Minor,Lava dome(s),,,-18.07,-69.22,0,,Subduction zone / Continental crust (>25 km)
355812,Vilacollo,Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Minor,Pyroclastic cone(s),,,-18.241,-69.307,4688,,Subduction zone / Continental crust (>25 km)
355813,Acotango,Chile-Bolivia,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano(es),,,-18.37,-69.05,6052,,Subduction zone / Continental crust (>25 km)
355814,Arintica,Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano(es),,,-18.75,-69.05,5597,,Subduction zone / Continental crust (>25 km)
355815,Rochaculla-Inca Camacha,Bolivia,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano(es),,,-18.8,-68.3,5300,,Unknown
355817,"Tatajachura, Cerro",Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,,,-19.5,-69.12,5240,,Unknown
355818,"Cariquima, Cerro",Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,,,-19.55,-68.68,5365,,Subduction zone / Continental crust (>25 km)
355819,Porquesa,Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Minor,Lava dome(s),,,-19.958,-68.73,5190,,Subduction zone / Continental crust (>25 km)
355820,"Napa, Cerro",Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,,,-20.52,-68.68,5145,,Unknown
355822,Copa-Ocana,Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano(es),,,-20.643,-68.439,5299,,Unknown
355823,Aucanquilcha,Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,,,-21.22,-68.47,6176,,Subduction zone / Continental crust (>25 km)
355824,"San Agustin, Cerro",Bolivia,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,,,-21.25,-67.75,4980,,Subduction zone / Continental crust (>25 km)
355825,Cañapa,Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,,,-21.5,-68.12,5630,,Subduction zone / Continental crust (>25 km)
355826,"Ascotan, Cerro",Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,,,-21.68,-68.12,5473,,Unknown
355827,Escala,Bolivia,Andean Volcanic Regions,Andean Central Volcanic Arc,Minor,Lava dome,,,-21.6,-66.88,4000,,Subduction zone / Continental crust (>25 km)
355828,"Moiro, Cerro",Bolivia,Andean Volcanic Regions,Andean Central Volcanic Arc,Minor,Pyroclastic cone,,,-21.68,-67.47,4250,,Subduction zone / Continental crust (>25 km)
355829,"Chascon, Cerro",Bolivia,Andean Volcanic Regions,Andean Central Volcanic Arc,Minor,Lava dome,,,-21.88,-67.9,5125,,Subduction zone / Continental crust (>25 km)
355830,Apagado,Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,,,-22.05,-67.97,5680,,Unknown
355831,Paniri,Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,,,-22.059,-68.228,5946,,Subduction zone / Continental crust (>25 km)
355832,"Leon, Cerro del",Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano(es),,,-22.142,-68.108,5754,,Subduction zone / Continental crust (>25 km)
355833,Deslinde,Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,,,-22.27,-67.97,5651,,Unknown
355834,"Linzor, Volcan",Chile-Bolivia,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,,,-22.18,-67.95,5680,,Subduction zone / Continental crust (>25 km)
355835,Jorcada,Bolivia,Andean Volcanic Regions,Andean Central Volcanic Arc,Cluster,Stratovolcano,,,-22.08,-67.77,5750,,Subduction zone / Continental crust (>25 km)
355836,Quetena,Bolivia,Andean Volcanic Regions,Andean Central Volcanic Arc,Cluster,Fissure vent,,,-22.25,-67.42,5730,,Subduction zone / Continental crust (>25 km)
355837,Sunequera,Bolivia,Andean Volcanic Regions,Andean Central Volcanic Arc,Shield,Shield,,,-21.98,-67.23,5899,,Subduction zone / Continental crust (>25 km)
355838,Uturuncu,Bolivia,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,,,-22.27,-67.18,6008,,Subduction zone / Continental crust (>25 km)
355840,"Tatio, Volcan",Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,,,-22.42,-68.02,5314,,Unknown
355841,"Volcan, El",Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,,,-22.33,-67.97,5100,,Subduction zone / Continental crust (>25 km)
355842,"Tocorpuri, Cerros de",Chile-Bolivia,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,,,-22.439,-67.888,5808,,Subduction zone / Continental crust (>25 km)
355843,"Zapaleri, Cerro",Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,,,-22.82,-67.18,5643,,Unknown
355844,Poquis,Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,,,-23.02,-67.05,5770,,Unknown
355845,Curutu,Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,,,-23.17,-67.07,5394,,Unknown
355846,Losloyo,Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,,,-23.13,-67.37,5343,,Unknown
355847,Potor,Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,,,-23.2,-67.67,5318,,Unknown
355848,Hecar,Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,,,-23.23,-67.75,5029,,Unknown
355849,"Verde, Laguna",Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,,,-23.252,-67.71,5464,,Subduction zone / Continental crust (>25 km)
355850,"Rio Negro, Cerro de",Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,,,-23.398,-67.582,5067,,Unknown
355851,Tumisa,Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,,,-23.46,-67.81,5638,,Unknown
355852,Lejia,Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,,,-23.555,-67.764,5774,,Unknown
355853,Miscanti,Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,,,-23.67,-67.72,5613,,Unknown
355854,Laco,Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Minor,Lava dome,,,-23.818,-67.5,5314,,Unknown
355855,Incaguasi,Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Unknown,Unknown,,,-24.03,-67.53,5689,,Unknown
355856,Capur,Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,,,-24.02,-67.85,5216,,Unknown
355857,Aguas Delgadas,Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,,,-24.45,-68.4,0,,Subduction zone / Continental crust (>25 km)
355858,"Niebla, Cerro de la",Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Compound,,,-25.25,-68.63,4500,,Unknown
355859,"Azufre, El",Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Unknown,Unknown,,,-25.37,-68.88,5480,,Unknown
355860,Piedra Parada,Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,,,-26.4,-68.75,5920,,Subduction zone / Continental crust (>25 km)
355861,San Francisco,Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,,,-26.919,-68.263,6032,,Subduction zone / Continental crust (>25 km)
355862,Tres Cruces,Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,,,-27.08,-68.8,6620,,Subduction zone / Continental crust (>25 km)
355863,"Patos, Los",Chile,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,,,-27.27,-69,6250,,Subduction zone / Continental crust (>25 km)
355864,"Queva, Nevado",Argentina,Andean Volcanic Regions,Andean Central Volcanic Arc,Unknown,Unknown,,,-24.309,-66.732,6134,,Subduction zone / Continental crust (>25 km)
355865,Tocomar,Argentina,Andean Volcanic Regions,Andean Central Volcanic Arc,Unknown,Unknown,,,-24.2,-66.5,4950,,Intraplate / Continental crust (>25 km)
355866,Gemelos-Saladillo,Argentina,Andean Volcanic Regions,Andean Central Volcanic Arc,Minor,Pyroclastic cone(s),,,-24.75,-66.17,0,,Intraplate / Continental crust (>25 km)
355867,Antofalla,Argentina,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano(es),,,-25.55,-67.92,6409,,Subduction zone / Continental crust (>25 km)
355868,"Galan, Cerro",Argentina,Andean Volcanic Regions,Andean Central Volcanic Arc,Caldera,Caldera,,,-25.93,-66.92,6000,,Subduction zone / Continental crust (>25 km)
355869,"Colorado, Cerro",Argentina,Andean Volcanic Regions,Andean Central Volcanic Arc,Composite,Stratovolcano,,,-26.18,-68.37,6049,,Subduction zone / Continental crust (>25 km)
